PubChem_CID,Structure_SMILES
193319,Cc1ccccc1-n1c(CF)nc2ccccc2c1=O
4918562,Cc1c(F)cccc1NC(=O)CCCCCC1NC(=O)NC1C
77014306,CN(C)c1cccc(C(=O)NCCN(C)c2ccccc2)c1
118691698,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccn(C)c(=O)c1
9978062,CC(C)(C)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1
118483414,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n[nH]c2C1
137636327,CCCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21
24813913,O=c1c2ccccc2cc2n1Cc1cc3ccccc3nc1-2
10017000,CCc1ccc(NC(=S)NCCCn2ccnc2)cc1
5288222,COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(C#CC(CO)NCCO)c21
11311820,NC(C(=O)N1CCc2ccccc2C1)C1CCCCC1
25093465,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1
10445930,O=[N+]([O-])c1ccc2nc(N3CCCNCC3)ccc2c1
11964458,Cc1nc(Nc2ccc(F)cc2)sc1C(=O)c1ccsc1
16659826,O=C(C=Cc1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12
135567125,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ccc(C(=O)Nc2cccc3cccnc23)cc1
3152662,CNc1ccc2c(c1)C(=O)c1ccccc1-2
139291822,Cc1cccc(C(=O)O)c1N(Cn1cccn1)C(=O)C(=O)O
16202507,CCOC(=O)Nc1cc(C(=O)NS(=O)(=O)N(C)C(C)C)c(Cl)cc1F
10381687,O=C(CC1CCN(CCc2ccccc2)CC1)c1ccc(F)cc1
135339371,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccc(Br)cc3)CC2)CC1
25253151,O=C(O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)c1ccncc12
6439089,CCCn1c(=O)c2[nH]c(-c3ccc(C=CC(=O)O)cc3)nc2n(CCC)c1=O
52758,O=C(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
255782,Cc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)cn12
11269410,Cc1nc(Cl)cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)n1
21943,CCCCCC1(CCCCC)NC(c2ncc(-c3ccccc3)[nH]2)Cc2c1[nH]c1ccccc21
103401,Cc1ccc2[nH]c3c(c2c1)CCCC3
59226415,Cc1ccc(-c2cccnc2)c(C(=O)N2CCCC(C)C2CNc2ccc(C(F)(F)F)cn2)c1
72720885,CNC(=O)c1ccc(Cl)c(-c2ccc3c(c2)CCCN3C(=O)c2c(F)cccc2Cl)c1
9953161,Nc1ccc(CC(NC(=O)C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
44404285,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
385443,CC(C)=CCc1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c(CC=C(C)C)[nH]c3ccccc23)=C(O)C1=O
10935149,Fc1ccc(-c2c(-c3ccncc3)oc3cccnc23)cc1
10198811,N#Cc1cccc(-c2nnn(-c3ccccn3)n2)c1
145865297,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NCc1ccc(C(=O)NO)cc1
10115854,CN1CCC(c2cn(S(=O)(=O)c3ccc(I)cc3)c3ccccc23)C1
137528262,N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1
5702960,Cn1cc(-c2ccccc2)c2ccccc2c1=O
99682,Cn1c(=O)cc(-c2ccccc2)c2ccccc21
83503,CCn1c(=O)c(-c2ccccc2)cc2ccc(N(C)C)cc21
63248,Cc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C
16110708,CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3c(c2)NC(=O)CC3)cc1
71680913,COc1cn2c(cc1=O)C(=O)c1ccnc(CC(C)C)c1-2
162496,CCCCc1ccc(CNCc2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
265439,O=C1NC(=O)C(c2ccc(F)cc2)N1
23644838,CC(C)c1ccc(NC(=O)c2scnc2CCc2ccncc2)cc1
624993,O=[N+]([O-])c1ccc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)cc1
49746,Cc1nc2cc(N)ccc2n1-c1ccccc1
11485617,Cc1ccc(C2C3=C(CCCC3=O)NC3=C2S(=O)(=O)CC3)cc1[N+](=O)[O-]
75181,Cc1cccc2c1C(=Cc1ccc[nH]1)C(=O)N2
135433815,[N-]=[N+]=Nc1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
1549989,O=C1C=C(Nc2ccc([N+](=O)[O-])cc2)c2ccccc2C1=O
44386406,C=C(NC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12)C(=O)OCC
12392828,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccccc1
824820,Cc1ccc(-n2c(N)c(C#N)c(-c3ccccc3)c(C#N)c2=O)cc1
11344959,Fc1ccc2[nH]cc(C3=CCNCC3)c2c1
74100,O=c1[nH]c(-c2ccccc2F)nc2ccccc12
44241505,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12
2733068,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N(Cc2ccccc2)CC2CC2)cc1
18456396,CCC(CC)N1CCN(C(=O)Cc2ccc(N(C)C)cc2)CC1
53600,O=c1c2cc([N+](=O)[O-])ccc2nc2n1CCC2
9850565,Cc1ccccc1-c1nc(N2CCN(C)CC2)ncc1C(=O)N(C)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
127714,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc([N+](=O)[O-])cc12
1550302,Cn1c(-c2ccccc2)c(C=O)c2ccccc21
2230746,CCC(=O)c1ccc(N2CCN(C(=O)c3cc([N+](=O)[O-])ccc3F)CC2)c(F)c1
10031067,CCCCOC(=O)NS(=O)(=O)c1ccc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1
323305,Cn1c(=O)c2[nH]c(-c3ccc(Cl)cc3)nc2n(C)c1=O
70702159,O=C(NCCCO)c1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1
44384004,CCOP(=O)(c1ccc(N)cc1)N1Cc2ccccc2CC1C(=O)NO
5329796,CCCCSc1c(C(=O)c2ccccc2)cnc2[nH]ncc12
4022553,CC(NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
11793187,Cc1nc(N2CCCCC2)c2[nH]c(-c3cc(F)cc(F)c3)cc2n1
11698698,CCc1cc(NC(=O)NCC2CCCN(CCc3cccc(Cl)c3)C2)cc(-c2nnnn2C)c1
5328981,CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
23646764,Cn1c(=O)cc(-c2cccc(Cl)c2)c2cc(C(NC=O)c3cncn3Cc3ccc(C#N)cc3)ccc21
10362209,C=CC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1
25110774,COCCOCC12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2
11593764,c1ccc2c(c1)ccc1[nH]c3c(c12)CCCC3
44409342,CC(C)(C)NC(=O)c1ccc2c(=O)c3ccccc3[nH]c2c1
76286865,CC(Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1
146455730,N=C1CCCN1Cc1cc(C(=O)NC(c2ccc(F)c(Cl)c2)C2CC2)cc(-c2cccnc2C(F)(F)F)c1
63235,CN1C(=O)CN=C(c2ccccc2F)c2ccccc21
224401,O=C(NO)c1ccc2ccccc2c1
67984418,O=C(NCc1ccc(F)cc1)C1C(=O)N(O)C(=O)c2cc(Cl)ccc21
139593556,C#CC(=O)Nc1ccc(-n2nc(CCC(=O)NC)cc2-c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)cc1
49779959,O=C(O)c1ccc2c(c1)nc(Nc1cccc(C(F)(F)F)c1)c1nc(NC3CC3)ncc12
13298945,O=C(O)CN(C(=O)c1cccc(C(F)(F)F)c1S)C1CCCC1
18326767,c1ccc2c(c1)CCN(c1ccnc3ccccc13)C2
5357476,O=C1Nc2ccccc2Cc2ccccc21
5341469,Cc1nc2ccccc2c(=O)n1N=Cc1ccccc1F
44341253,CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21
10727294,NC(=O)c1ccc2c(c1)CNCC2
25190877,Clc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc3c(N4CCCCC4)ncnc32)cc1
135524867,Oc1ccc(-c2nn(C3CCCC3)c3c(F)cccc23)cc1
123952,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1OP(=O)(O)O
24954989,CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N
11449246,CCOCCOCCOC(=O)Nc1nc2ccccc2[nH]1
853046,CN1CCN(Cc2ccc(C(=O)NO)cc2)CC1
935612,CNc1ccc(N)cc1C(=O)c1ccccc1F
201134,O=[N+]([O-])c1ccc2cn(-c3ccccc3)nc2c1
6448586,CCCn1c(=O)c2[nH]c(C=Cc3cc(OC)c(OC)c(OC)c3)nc2n(CCC)c1=O
5702759,CC[n+]1c(C=Cc2ccc(N(C)C)cc2)ccc2ccccc21
54677473,CN1CC(F)(F)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
24784918,CCC(NC(=O)CCNCC(=O)N1CCCC1C#N)c1ccccc1
44284809,CC(C)C(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C
86293768,CC1c2cccc(CC(C)(C)O)c2CC(CO)N1C(=O)Cc1c(Cl)cccc1Cl
135471300,NC(=O)c1ccc2[nH]ccc2c1
78577,NC(=O)c1ccc2cc[nH]c2c1
9908988,COc1ccc2c(c1)c(CC(=O)NCCO)c(C)n2C(=O)c1ccc(Cl)cc1
54897,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1
66865191,CC(=O)c1ccc(C(=O)NCC(=O)NCC(F)(F)F)c2ccccc12
788974,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C
5330295,COCCN(CCOC)c1ccc(Nc2ncc3c(C)c(C(C)=O)c(=O)n(C4CCCC4)c3n2)nc1
489809,O=C(c1cccc(Cl)c1)N1CC(CN2CCC(c3ccccc3)CC2)C(c2ccccc2)C1
232641,O=c1c2ccccc2[nH]c2cccc([N+](=O)[O-])c12
699033,O=C(Nc1ccc(Cl)cc1)Nc1cccc2cccnc12
9954410,CCOCC(CC(C)C)NS(=O)(=O)c1ccc(Cn2c(C)nc3cnccc32)cc1
146417,O=C(Nc1cccc(Cl)c1)c1ccn2c1CSC2c1cccnc1
2828334,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S
23146876,CC(=O)N1CCC(C(=O)N2CCC(C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)=C(c3ccccc3)C2)CC1
520217,O=C1CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1
148184,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1
135566969,CCc1nc2ccccc2c(=O)n1-c1ccccc1
5328453,Nc1ccc(-c2nc3ccccc3[nH]2)cc1
9552367,O=C(NN=Cc1ccc(F)cc1)c1cccc(NC(=O)c2ccc(F)cc2)c1
3112604,O=C(c1ccc([N+](=O)[O-])cc1)N1c2ccccc2Sc2ccccc21
10016265,CCc1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2
20527,O=C(NO)C(c1ccccc1)c1ccccc1
53497556,CC(C)c1nnc2ccc(Sc3ccccc3CNC(=O)Nc3cc(C(C)(C)C)nn3-c3ccccc3)cn12
719252,c1ccc2c(c1)CCCC2Nc1nc2ccccc2[nH]1
10146138,CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CC(C)C(=O)NCC2CCC(C(=O)O)CC2)c1
22493236,c1ccc(-c2ncn[nH]2)c(NCC2=NCCN2)c1
5330611,O=C(O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1
10200844,CC(C)C1c2cc(C3CC3c3ccc4cc(C(=N)N)ccc4c3)ccc2CCN1C
453346,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21
3077017,CCCCn1c(=O)c2ncn(C)c2c2ccccc21
26864119,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(Br)c(C(F)(F)F)c1
28971834,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1
10428959,CCC(O)(C(=O)O)c1cc2n(c(=O)c1CO)Cc1cc3ccccc3nc1-2
2741741,Cc1ccc(NC(=O)N2CCN(c3ncccc3C(F)(F)F)CC2)cc1
121596688,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)O)C(C)C
135398497,O=C1NC(=NCc2cccs2)SC1=Cc1ccc2ncccc2c1
5330380,Clc1cccc(Nc2cncc(-c3cncc(NCCCN4CCOCC4)c3)n2)c1
218727,O=C(O)CCC(=O)Nc1ccccc1C(=O)c1ccccc1
15991573,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1
813121,c1ccc(-c2nc(-c3ccco3)[nH]c2-c2ccccc2)cc1
4235339,Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)C(c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1
455594,Cc1nc(CCCCCCC(O)c2ccccc2)n2nc(-n3ccnc3)ccc12
11998391,O=C1CCC(N2C(=O)c3ccccc3C2=O)CC1
137699946,CCC(=O)N(Cc1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
470726,CCC1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
11555824,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)OCCc1c[nH]c2ccccc12
11656518,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
43525,CC(=O)C(N=Nc1ccccc1C(=O)O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
44454144,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccccc1
56649450,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
72705503,O=C(CCCCCNC(=O)c1ccc(NC(=O)NC(C(=O)Nc2ccccc2F)c2ccccc2)cc1)NO
2852188,CC1CCc2c(sc(NC(=O)c3cccc([N+](=O)[O-])c3)c2C(N)=O)C1
44418371,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc2ccccc12
378811,O=C(NCCCN1CCCCCC1)C(c1ccccc1)C1CCCCC1
5169,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
5311479,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1
44157497,O=C(O)c1cc2cc(F)ccc2[nH]1
778513,NC(=O)C1Cc2ccccc2CN1
2807049,O=C(CCN1CCOCC1)c1ccc2ccccc2c1
146455858,CCn1cc(-c2cc(Cn3ccn(C)c3=N)cc(C(=O)NC(c3ccc(F)c(F)c3)C3CC3)c2)c(C(F)(F)F)n1
6539518,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1cccc([N+](=O)[O-])c1
3831396,O=C(c1ccc(Cl)c(Cl)c1)N1CCCC(c2ccccc2)=N1
10039909,NC(=O)c1nc(-c2ccccc2)c(-c2ccccc2)[nH]c1=O
9563269,CC(N)Cc1c[nH]c2ccc(O)cc12
124333,O=C(O)c1cccc2nc3ccccc3nc12
698960,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1
72705505,O=C(CCCCCNC(=O)c1ccc(NC(=O)NC(C(=O)Nc2ccc(F)cc2)c2ccccc2)cc1)NO
823187,NC(=O)Cc1c[nH]c2ccccc12
83264,Cc1cc2ncn(C3OC(CO)C(O)C3O)c2cc1C
11694412,COC(OC)c1nccc2c1[nH]c1ccccc12
9970049,CCCC(NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
17449900,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)cc1
10198248,c1cnc2cc(NC3=NCCN3)ccc2n1
9341021,Cc1cccc(C(=O)n2nnc3ccccc32)c1
702506,O=C(c1cccc(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1
118697612,CNC(=O)c1cc(C#N)ccc1C1C(C(C)=O)=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N1C
6705,O=C1c2ccc([N+](=O)[O-])cc2C(=O)c2cc([N+](=O)[O-])ccc21
3077444,c1ccc(-c2ccc3c(c2)c2c4n3CCN=C4CCC2)cc1
10043367,CN1CCCCC1CCc1ccccc1NC(=O)C=Cc1ccccc1
71596373,O=C(NCc1ccc(F)cc1)C1C(=O)N(O)C(=O)c2cc(F)ccc21
9813295,CC(C)Cc1nc2ccccc2c2cc[nH]c12
44286607,CC1CN(c2ccc3cc([N+](=O)[O-])ccc3n2)CCN1
146455795,Cc1cc(C(NC(=O)c2cc(Cn3ccccc3=N)cc(-c3cccnc3C(F)(F)F)c2)C2CC2)ccc1F
60857,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
24759623,CC(Nc1ccnc(NCCc2ccccc2)n1)c1ccccc1
12855,c1ccc2c(-c3ccncc3)c[nH]c2c1
135506856,Nc1nc2c(ncn2COCCOC(=O)c2ccccc2)c(=O)[nH]1
137882,c1ccc(-c2nccc3ccccc23)cc1
10983506,CN(C)C(=O)NC1Cc2ccc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)cc2C1
10134089,CC(C)N1CCC(COc2ncc(C(=O)c3ccc(Cl)cc3)n2C)CC1
11771756,O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1
11155059,CC(C)CC(NC(=O)c1cc2ccccc2n1C)C(=O)NC(C#N)COCc1ccccc1
9955551,COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)CCc2ccc([N+](=O)[O-])cc2)CC1
10320940,O=C(CCl)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1
3071940,CCCn1cnc2c3cccnc3n(-c3ccccc3)c(=O)c21
10117541,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN(C)C)cc2)CC3)cc1
16049783,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(F)cc1
990581,CCCS(=O)(=O)Nc1ccccc1C(=O)NC(CC)c1ccccc1
129269915,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn(C(C)C(F)(F)F)c(N)c2C(N)=O)cc1
24671,O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1
11397050,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3cn4ccnc4c(Nc4ccccc4)n3)c2)cc1
29502,c1ccc2c(c1)nnn2CN1CCCC1
463147,CCN1c2ncccc2C(=O)N(C)c2ccc(NC)nc21
146167150,CCC(=O)N(c1ccccc1)C1CCN(CC(F)c2ccccc2F)CC1
188869,NCCCNCCCCNCCC(=O)NCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2ccccc12
10378649,CC=NNC(=O)CN1CCN(Cc2ccccc2)CC1
3146764,Cc1[nH][nH]c(=O)c1C(c1ccc(F)cc1)c1c(C)[nH][nH]c1=O
9928961,CNC(=O)c1ccc2c(c1)C(NC)CCC2c1ccc(Cl)c(Cl)c1
70177,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1
11409935,N#Cc1ccc2[nH]cc(CCC(=O)NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1
5329105,CCCn1c(=O)c2c(nc(C=Cc3cccc(F)c3)n2C)n(CCC)c1=O
6538762,Cc1ccc(-n2c(=S)[nH]c3ccccc3c2=O)cc1
712295,Cc1cc(C)c2c(N)c(C(=O)Nc3ccc(F)cc3)sc2n1
11257943,O=C(NO)c1ccc(CN(c2cnccn2)c2cnccn2)cc1
9857034,CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O
55918,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
281048,Nc1ncnc2ccc(-c3ccccc3)cc12
124081326,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCc1cccnc1
161167,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1
97666,c1ccc2c(c1)[nH]c1cc3ccncc3cc12
6539316,Cc1[nH]c(Br)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1
1302375,O=C(NCCc1ccc(F)cc1)c1cccc(NC(=O)c2ccccc2)c1
14553628,CCC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1
15697369,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(F)(F)F)c2)cc1
25138148,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1
10934567,O=c1[nH]c(CCCN2CCCCC2)nc2ccccc12
5329078,COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
130800,c1ccc2c(c1)ncc1c3ccccc3[nH]c21
10221089,CCC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O
72702917,O=C(CCCCCNC(=O)c1ccc(NC(=O)NC(C(=O)NCc2ccc(F)cc2)c2ccccc2)cc1)NO
5385914,Cc1cc(C)c2c(=O)[nH]c(=S)[nH]c2n1
9804326,O=C(CCCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)N1CCCC1
3071975,CCCCn1c(=O)c2nnn(C)c2c2ccccc21
130998,O=C(O)CNS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1
44401937,CC(=O)Nc1cccc(-c2ccnc3c(C#N)cnn23)c1
21928247,Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O
10472977,CC(C)CN1CCC(CNC(=O)c2cc(Cl)cc3[nH]cnc23)CC1
748028,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1
854019,ONCCc1c[nH]c2ccccc12
46880493,Cc1cc(C#N)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(N)nc(F)c2)c1
135413505,O=C(O)c1cc(N=Nc2ccc([O-])c(C(=O)O)c2)ccc1[O-]
11307268,CSCCC(NC(=O)c1ccc(CNCc2cnc[nH]2)cc1-c1ccccc1C)C(=O)OCc1ccccc1
213996,CC(=O)OCN1C(=O)N(COC(C)=O)C(c2ccccc2)(c2ccccc2)C1=O
315017,O=S(=O)(c1ccccc1)n1ccc2ccccc21
4090273,Cn1c(=O)c2[nH]c(-c3ccccc3F)nc2n(C)c1=O
5379728,CCCn1c(=O)c2[nH]c(C=Cc3cc(OC)cc(OC)c3)nc2n(CCC)c1=O
66553206,CC(C)c1ccc(Cl)cc1CN(C(=O)c1c(C(F)F)nn(C)c1F)C1CC1
135489883,O=c1c2ccccc2ncn1-c1ccccc1F
11464013,O=C(Nc1ccccc1C(=O)O)c1ccc(-c2cccnc2)c(Oc2ccccc2)c1
9844011,CN(C)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1
6893983,O=c1[nH]c(C=Cc2cccc([N+](=O)[O-])c2)c([N+](=O)[O-])c(=O)[nH]1
130362565,COC(=O)c1cccc(NC(=O)Nc2ccccc2)c1CN1CCC(Cc2ccc(F)cc2)CC1
453316,CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21
10809678,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1
23646212,CC(C(=O)Nc1ccc(-n2cnc3ccccc32)cc1)c1c[nH]c2ccc(C(=N)N)cc12
15938971,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1
71717928,Cn1c(=O)c2c(nc(C=Cc3ccc(Cl)cc3)n2C)n(C)c1=O
851474,Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl
243907,Nc1c2c(nc3ccccc13)-c1ccccc1C2
11718391,NS(=O)(=O)c1ccc2c(c1)CC(NC(=O)c1c(F)c(F)c(F)c(F)c1F)C2
5299345,N#CC1=C(N)OC2=C(C(=O)c3ccccc3C2=O)C1c1ccc([N+](=O)[O-])cc1
158393,O=[N+]([O-])c1ccc(-c2nc3ccc(F)cc3[nH]2)o1
24895658,CC(O)(c1ccc(C(=O)N(C2CCC(c3ccc(C#N)cc3)CC2)C2CC2)cc1)C(F)(F)F
6900545,Cc1ccc(CN2CCN(N=Cc3cc(Br)ccc3F)CC2)cc1
30897,Cc1ccc(-c2nc3c(C)cccc3c(=O)[nH]2)cc1
10810596,Cc1cccc(C(=O)NC(CC(C)C)C(=O)NCCN2CCc3ccccc32)c1
11574901,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(Br)cc4)cnc3c12
11396919,CC(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F
165141594,Cc1ccc(NC(=O)c2ccc(F)cc2)cc1CN1CCC(C(=O)NC(C)(C)C)CC1
72793909,O=C1c2ccccc2C(=O)N1CNc1ccc[nH]c1=O
10255032,CC(C1CCC2C3CCC4CC(N(C)C(=O)C=Cc5ccccc5)CCC4(C)C3CCC21C)N(C)C
13122,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
453343,CCN1c2ncccc2C(=O)N(C)c2cc(Cl)c(N)nc21
25181321,Cc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)s1
280081,O=c1[nH]c2c(c3ccccc13)Cc1ccccc1-2
57333430,CC(C)=CCn1c2cc(=O)c3cc(C)ccc3c-2nc2ccccc21
10598017,c1ccc2c(NCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3
2834616,O=[N+]([O-])c1ccccc1CNC1CCCc2ccccc21
22019312,Cn1cc(C(=O)C(=O)NCCc2ccccc2)c2ccccc21
688697,O=C(Cc1nc2ccccc2[nH]c1=O)c1ccccc1
104052,c1ccc(-c2cc(Cn3ccnc3)cc3cccnc23)cc1
11162142,Cc1ccc(COC(=O)Nc2cccc3cnccc23)cc1
3076460,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(-n2ccnc2)c1
46912223,O=S(=O)(c1ccc(C(F)(F)F)nc1)N1c2ccc(F)cc2-c2[nH]ncc2C1C1CC1
10044516,Nc1nccc(-c2c[nH]c3cc(Br)c(Br)cc23)n1
